^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS5810
!dataset_title = Hypoxia effect on von Hippel Lindau-overexpressing renal cell carcinoma cells
!dataset_description = Analysis of renal cell carcinoma (RCC) 786-O cells transfected with von Hippel Lindau (VHL)-overexpression vector and cultured under hypoxia conditions (1% O2) for 24 hours. Results provide insight into overlap and differences of VHL- and hypoxia-dependent molecular alterations in RCC.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 25890500
!dataset_platform = GPL6244
!dataset_platform_organism = Homo sapiens
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 33297
!dataset_sample_organism = Homo sapiens
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 8
!dataset_value_type = transformed count
!dataset_reference_series = GSE65168
!dataset_order = none
!dataset_update_date = Jun 28 2016
^SUBSET = GDS5810_1
!subset_dataset_id = GDS5810
!subset_description = control
!subset_sample_id = GSM1588482,GSM1588486,GSM1588481,GSM1588485
!subset_type = protocol
^SUBSET = GDS5810_2
!subset_dataset_id = GDS5810
!subset_description = VHL transfection
!subset_sample_id = GSM1588484,GSM1588488,GSM1588483,GSM1588487
!subset_type = protocol
^SUBSET = GDS5810_3
!subset_dataset_id = GDS5810
!subset_description = normoxia
!subset_sample_id = GSM1588483,GSM1588487,GSM1588481,GSM1588485
!subset_type = stress
^SUBSET = GDS5810_4
!subset_dataset_id = GDS5810
!subset_description = hypoxia
!subset_sample_id = GSM1588482,GSM1588486,GSM1588484,GSM1588488
!subset_type = stress
^DATASET = GDS5810
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1588481 = Value for GSM1588481: 786-O biological replicate 1; src: renal cell carcinoma
#GSM1588485 = Value for GSM1588485: 786-O biological replicate 2; src: renal cell carcinoma
#GSM1588482 = Value for GSM1588482: 786-O Hypoxia biological replicate 1; src: renal cell carcinoma
#GSM1588486 = Value for GSM1588486: 786-O Hypoxia biological replicate 2; src: renal cell carcinoma
#GSM1588483 = Value for GSM1588483: 786-O VHL biological replicate 1; src: renal cell carcinoma
#GSM1588487 = Value for GSM1588487: 786-O VHL biological replicate 2; src: renal cell carcinoma
#GSM1588484 = Value for GSM1588484: 786-O VHL Hypoxia biological replicate 1; src: renal cell carcinoma
#GSM1588488 = Value for GSM1588488: 786-O VHL Hypoxia biological replicate 2; src: renal cell carcinoma
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1588481	GSM1588485	GSM1588482	GSM1588486	GSM1588483	GSM1588487	GSM1588484	GSM1588488
8114010	IRF1	8.10303	8.04457	8.62101	8.41876	7.66215	7.9154	8.57193	8.21316
8114023	IL5	5.67886	5.60574	5.43093	5.57931	5.58295	5.78591	5.72018	5.47333
8114030	KIF3A	6.88358	6.61543	6.83903	6.85937	6.82257	7.33159	7.34564	7.22493
8114050	SEPT8	9.07212	8.99271	8.99727	9.00358	9.84872	9.77049	10.2244	9.77486
8114068	SHROOM1	7.52194	7.61567	7.47773	7.51425	7.53959	7.39848	7.96849	7.68858
8114080	GDF9	6.17446	6.14833	6.01111	5.99046	6.13516	6.22629	6.30692	6.19864
8114083	AFF4	10.0077	9.95356	9.87662	9.92511	10.3931	10.5808	10.5317	10.6302
8114111	chr5:132328793-132328892	7.14922	6.90669	6.79265	7.19947	6.50986	6.8614	7.03755	6.83481
8114113	ZCCHC10	6.93375	6.75287	6.67494	6.64536	6.97904	7.12723	7.23393	6.99401
8114119	FSTL4	6.31451	6.34711	6.0488	6.17462	6.253	6.21144	6.42556	6.16121
8114136	chr5:133186550-133186646	5.55459	5.45278	5.30383	5.45427	5.35787	5.62227	5.56367	5.37877
8114138	C5orf15	9.84038	9.45327	9.64477	9.48473	9.79821	10.1015	10.1725	10.225
8114145	VDAC1	9.45648	9.32384	9.3006	9.18843	9.53803	9.58491	9.63233	9.53165
8114152	SKP1	7.21857	6.93196	7.11454	6.903	7.29907	7.35309	7.5338	7.34342
8114158	PPP2CA	10.7755	10.6623	10.4617	10.3483	10.6665	11.0943	10.8953	10.7839
8114171	CDKL3	6.12153	5.8659	5.87784	6.04777	5.80348	6.04829	6.16993	5.94714
8114185	CDKN2AIPNL	7.05702	7.07576	6.88384	6.88205	6.79516	6.99753	7.14634	7.18339
8114191	chr5:133835869-133835975	6.04467	5.88623	5.79247	5.85203	5.75507	5.98412	6.05334	5.91408
8114193	SAR1B	9.92099	9.27309	9.54111	9.10367	9.30514	9.63898	9.51144	9.29225
8114203	chr5:133970532-133970635	5.75842	5.60654	5.49874	5.5633	5.53849	5.56695	5.59497	5.47166
8114205	chr5:134036862-134036968	5.69331	5.44582	5.39668	5.39136	5.47316	5.64665	5.54004	5.48224
8114207	chr5:134262150-134262220	6.77745	6.68039	6.11486	6.28575	6.79363	6.8302	6.78496	6.55902
8114209	chr5:134262221-134262279	6.33233	6.15521	5.92142	6.26287	6.01983	6.25682	6.35156	6.01671
8114211	chr5:134262280-134262348	9.39809	9.46201	8.80352	9.67936	9.7108	9.7698	10.1967	10.0424
8114213	chr5:134264017-134264081	5.49467	5.68052	5.11583	5.60969	5.89811	6.06912	5.8166	5.7916
8114215	PITX1	7.89584	7.85166	7.71663	7.76822	7.83613	8.02943	8.17809	8.09791
8114225	H2AFY	10.3456	10.2765	10.2352	10.2304	10.575	10.7337	10.9042	10.8796
8114239	TIFAB	6.23381	6.22539	6.04149	6.11861	6.12369	6.14677	6.37684	6.12584
8114245	NEUROG1	6.62361	6.6251	6.42911	6.50667	6.3606	6.41802	6.75615	6.572
8114249	CXCL14	6.43857	6.50061	6.30765	6.42585	6.41877	6.44501	6.5756	6.47074
8114256	IL9	6.20148	6.16937	6.02626	6.10767	6.13112	6.15627	6.20633	6.10185
8114263	LECT2	6.07227	5.93255	5.87178	5.90655	5.84068	6.01721	6.15273	5.86949
8114270	SMAD5-AS1	6.33345	6.13886	6.07358	6.24161	6.09495	6.29725	6.41324	6.19991
8114273	TRPC7	6.00585	5.93914	5.79107	5.82565	5.79655	5.97288	6.12686	5.85723
8114285	chr5:136304889-136304995	5.8889	5.70044	5.68495	5.71185	5.67868	5.81361	5.78416	5.70324
8114287	SPOCK1	10.107	9.51591	10.2791	9.91136	8.55243	9.34092	9.39881	9.48881
8114300	KLHL3	6.16836	6.25603	6.08328	6.0452	6.14628	6.23448	6.24684	6.0574
8114320	HNRNPA0	8.77823	8.78556	8.57061	8.52088	9.00042	9.19585	9.06463	8.90297
8114326	FAM13B	8.09762	7.79949	8.37603	8.1609	8.56724	8.71904	9.32781	8.78039
8114352	chr5:137405055-137405147	5.62306	5.61465	5.41006	5.61092	5.48896	5.60867	5.61484	5.4903
8114354	NME5	6.17461	5.79205	6.00641	5.91238	5.78442	5.92573	6.01277	5.80705
8114363	chr5:137458701-137458800	5.94556	5.7858	5.8917	5.94361	5.87111	6.1292	6.53068	5.85601
8114365	BRD8	7.67818	7.47053	7.54711	7.47648	7.75647	8.10715	7.95239	7.89094
8114396	CDC23	9.40986	9.24338	9.18633	9.15739	9.45638	9.72273	9.74084	9.43998
8114415	GFRA3	6.0898	6.04089	5.89825	6.01017	6.03917	6.0592	6.31387	6.02537
8114425	CDC25C	7.4116	7.41833	7.13138	7.01679	7.93566	8.52377	7.94485	8.13779
8114443	ETF1	8.43632	8.56286	8.4033	8.28908	8.55316	8.60359	8.62326	8.56822
8114455	HSPA9	10.8427	10.9377	10.9678	11.1317	11.024	11.4418	11.2459	11.3256
8114468	SNORD63	5.82747	5.83131	5.82215	5.75238	5.98366	5.93561	6.05598	6.04439
8114470	LRRTM2	5.95017	6.00692	5.76999	5.8563	5.85172	5.95135	6.10034	5.86015
8114476	SIL1	7.95207	7.76794	7.67011	7.57308	7.63182	7.79858	7.7218	7.87466
8114489	chr5:138668798-138668984	6.38944	6.33945	6.23087	6.24224	6.28998	6.29286	6.5151	6.29579
8114491	SLC23A1	6.80364	6.99282	6.78137	7.00804	6.95575	7.26342	7.18988	7.17181
8114511	MZB1	6.2752	6.35326	6.14907	6.32804	6.36462	6.35257	6.58359	6.2308
8114518	SPATA24	6.72222	6.71264	6.5865	6.57598	6.73342	6.73357	6.92673	6.86079
8114526	DNAJC18	7.07127	7.13337	6.94513	7.2225	7.49751	7.68084	8.08245	7.97315
8114536	TMEM173	7.49316	7.31139	7.39966	7.34201	8.28149	8.68094	8.68704	8.81581
8114546	chr5:138934487-138934586	6.7794	6.76377	6.60753	6.81171	6.75269	6.79471	6.99079	6.74745
8114548	chr5:139097570-139097675	5.70018	5.65988	5.47437	5.53738	5.434	5.67626	5.66711	5.49991
8114550	NRG2	7.54977	7.36204	7.43949	7.25497	7.49186	7.44086	7.64096	7.59525
8114567	PFDN1	10.0893	10.2482	9.98496	9.97138	10.5038	10.7177	10.7705	10.8923
8114572	HBEGF	8.26343	7.75262	8.51505	7.44672	8.62876	9.43325	9.89783	9.99769
8114579	chr5:139776909-139777029	5.74765	5.53846	5.47027	5.52047	5.54242	5.61113	5.71532	5.49836
8114581	chr5:139906938-139907013	5.51578	5.46952	5.21954	5.37792	5.42976	5.47523	5.50078	5.2623
8114583	SRA1	8.02295	7.81585	7.59325	7.62378	8.21713	8.16992	8.09653	8.10605
8114593	APBB3	7.70653	7.46728	7.59821	7.4895	7.53122	7.81875	7.6361	7.68245
8114612	CD14	6.65868	6.49939	6.30888	6.43681	6.5019	6.54323	6.81635	6.34515
8114618	NDUFA2	8.93549	8.97387	8.96721	8.83083	9.53213	9.27162	9.77016	9.55305
8114625	DND1	7.88964	7.7726	7.93019	7.8717	7.92333	7.82655	8.32953	7.72956
8114628	HARS	10.1566	9.85498	9.85363	9.57454	10.3012	10.417	10.5109	10.2589
8114643	chr5:140111672-140111759	6.64007	6.62034	6.45042	6.54819	6.59337	6.57366	6.87322	6.51436
8114645	AK091409	6.78136	6.70117	6.70198	6.7829	6.82018	6.67283	7.08216	6.85798
8114647	SLC25A2	6.45133	6.2901	6.22339	6.31052	6.37951	6.46233	6.50317	6.17274
8114653	TAF7	7.41771	7.1993	7.03538	6.97037	7.90882	8.36743	8.27284	8.32419
8114658	DIAPH1	8.98771	8.82783	8.92223	8.67964	9.15596	9.42594	9.63175	9.58456
8114691	HDAC3	10.2515	10.1012	9.92892	10.0584	10.3785	10.3953	10.5053	10.5053
8114709	FCHSD1	6.96895	6.95249	6.7395	6.88215	7.0002	7.206	7.35758	7.16979
8114733	ARAP3	6.98911	6.88485	6.75484	7.03401	7.08753	7.02181	7.4244	7.20005
8114767	PCDH1	6.69912	6.67515	6.66474	6.5739	6.71934	6.70367	7.0723	6.77193
8114778	LOC729080	9.17002	9.69637	9.16535	9.55242	9.32951	9.64371	9.6636	9.52928
8114780	PCDH12	6.19606	6.15947	6.03862	6.15125	6.1293	6.27731	6.37945	6.1527
8114787	GNPDA1	8.0474	8.08306	7.99636	8.0921	8.52672	8.65116	8.84613	8.8788
8114797	SPRY4	6.80704	6.20646	6.68696	6.34897	6.53424	6.75002	6.67285	6.67996
8114805	FGF1	6.17463	6.20368	6.07371	6.12141	6.18347	6.49767	6.66402	6.53085
8114812	chr5:142005734-142005873	5.80472	5.7327	5.55021	5.79964	5.70956	5.76072	5.9412	5.68404
8114814	NR3C1	8.80305	8.75072	8.98643	9.05587	8.51528	8.68494	9.0004	8.765
8114829	YIPF5	9.65267	9.12068	9.61295	9.11164	9.58165	9.77886	9.82492	9.65405
8114843	chr5:143914912-143915233	6.60582	6.70949	6.44254	6.6198	6.54544	6.73873	6.94991	6.79714
8114845	PRELID2	7.855	7.74798	7.74012	7.63256	7.5025	7.76854	7.87185	7.89399
8114856	PLAC8L1	6.33321	6.11539	6.20905	6.19478	6.05539	6.17624	6.26089	6.07649
8114861	LARS	9.12354	9.30003	9.24217	9.50196	9.18575	9.80086	9.68365	9.82566
8114896	GPR151	6.06075	5.8385	5.74233	5.91664	5.77323	5.92664	6.02626	5.74272
8114898	chr5:145965650-145965763	6.06953	5.97877	5.74948	5.952	6.00663	5.96763	6.11314	5.86454
8114900	PPP2R2B	6.05417	6.04434	5.91682	6.06268	6.02663	5.98521	6.12242	5.91682
8114918	chr5:146035964-146036248	6.1813	6.17175	5.98144	6.08843	6.14735	6.23254	6.30337	6.12953
8114920	DPYSL3	11.0121	10.7601	10.9224	10.6939	9.98273	9.96364	10.5329	10.5403
8114938	JAKMIP2	5.91159	5.89499	5.69951	5.85957	5.66693	6.00971	5.88448	5.7611
8114964	SPINK1	5.94646	5.76606	5.69337	5.82855	5.77279	5.83793	5.8783	5.66467
8114970	C5orf46	5.93267	5.85056	5.82141	5.85189	5.84542	5.87793	6.04614	5.85891
8114977	HTR4	6.30184	6.08214	6.04454	6.07554	6.0212	6.1975	6.2677	6.08746
8114991	SH3TC2	6.20266	6.21554	6.00623	6.1967	6.20103	6.49621	6.49382	6.44064
8115010	chr5:148437117-148437219	5.68317	5.52617	5.4252	5.6324	5.48069	5.57324	5.62735	5.47122
8115012	chr5:148495731-148496043	6.16136	6.07627	5.87021	5.98296	6.02311	6.0906	6.26561	5.95594
8115014	IL17B	6.74217	6.72891	6.60362	6.72102	6.65157	6.67936	6.87085	6.55899
8115022	CSNK1A1	9.2854	9.08033	9.24105	8.91194	9.21831	9.64622	9.4818	9.49707
8115037	chr5:148986201-148986304	5.71781	5.54614	5.31544	5.4982	5.44099	5.6722	5.69139	5.44099
8115039	chr5:149075311-149075522	6.16635	6.09303	5.89771	6.01185	5.91222	6.13803	6.20945	5.90652
8115041	PDE6A	6.21137	6.1455	5.96791	6.19867	6.06148	6.07816	6.33778	6.11738
8115064	chr5:149319595-149319694	5.61077	5.66227	5.54305	5.73761	5.52813	5.61474	5.74745	5.63547
8115066	chr5:149321852-149322035	5.94638	5.7929	5.82282	5.82899	5.77642	5.96375	6.00312	5.74481
8115068	TIGD6	6.65868	6.59991	6.50321	6.48239	6.49529	6.94251	6.89077	6.73345
8115074	chr5:149408914-149409015	5.63762	5.58165	5.38313	5.49676	5.52308	5.63072	5.60072	5.47329
8115076	CSF1R	6.71374	6.608	6.66192	6.59422	6.2968	6.41379	6.6058	6.37463
8115099	PDGFRB	6.37423	6.33971	6.2344	6.45227	6.2996	6.2697	6.6704	6.2682
8115122	CAMK2A	6.65679	6.71088	6.73095	6.73889	6.59971	6.67724	6.84539	6.73095
8115144	ARSI	6.51838	6.63447	6.35232	6.51992	6.46119	6.47128	6.60577	6.48446
8115147	CD74	6.97542	7.34548	7.06458	7.38674	7.53426	8.05219	7.78372	8.58512
8115158	RPS14	12.4188	12.4628	12.2779	12.4741	12.2405	12.4989	12.5487	12.5801
8115164	chr5:149828334-149828839	6.92979	6.89722	6.69111	6.62521	6.56986	7.03279	6.78359	6.76074
8115166	chr5:149923163-149923248	6.22916	6.15063	5.96848	6.33889	6.05513	6.19846	6.32399	6.13543
8115168	RBM22	8.94901	8.67592	8.78601	8.74798	8.97641	9.03155	9.08684	8.9589
8115181	DCTN4	9.35212	9.05353	9.20842	9.02381	9.4565	9.54211	9.55843	9.40454
8115196	ZNF300	6.18483	5.89014	6.00648	5.91856	6.93397	7.19877	7.36816	7.19525
8115205	ZNF300P1	5.69184	5.60935	5.27059	5.45056	5.61564	5.77886	5.71274	5.36671
8115210	TNIP1	9.55409	9.2643	9.33751	9.11533	8.12012	8.4707	9.16472	9.1197
8115234	ANXA6	11.6629	11.261	11.5642	10.9724	11.7368	11.7316	12.0706	11.8783
8115261	CCDC69	6.14975	6.12543	5.99358	6.0006	6.19918	6.21819	6.28543	6.09484
8115274	SLC36A3	5.8803	5.84487	5.61438	5.74423	5.74718	5.83948	5.99076	5.72552
8115287	SLC36A2	6.19784	6.20658	6.10469	6.09935	6.15216	6.14927	6.4517	6.16092
8115300	chr5:150857020-150857138	5.89613	5.82102	5.67171	5.71088	5.67136	5.76329	5.85002	5.72323
8115302	FAT2	6.36837	6.23042	6.1297	6.24913	6.67924	6.47887	6.70366	6.44775
8115327	SPARC	12.0634	11.9226	11.9351	11.775	11.9845	12.0999	12.0664	12.0563
8115340	chr5:151067844-151067932	5.62925	5.54829	5.43361	5.45902	5.39217	5.69964	5.61099	5.37843
8115342	chr5:151076888-151076944	5.504	5.36582	5.12918	5.31373	5.33974	5.464	5.32148	5.36006
8115344	chr5:151083814-151084139	5.80071	5.91945	5.62249	5.86421	5.75512	5.90887	5.99571	5.74304
8115346	ATOX1	8.50993	8.35862	8.47435	8.27605	8.45461	8.41816	8.69002	8.67151
8115355	GLRA1	6.05718	5.90403	5.87196	5.83866	5.8633	5.86752	6.0259	5.74045
8115366	chr5:151255143-151255252	5.83257	5.59862	5.41994	5.45945	5.33587	5.47498	5.36989	5.45349
8115368	NMUR2	6.07505	5.95008	5.98099	5.95811	5.90906	6.13935	6.21563	5.9157
8115375	FAM114A2	7.39154	7.15759	7.30281	7.57333	7.12171	7.41394	7.34262	7.40391
8115391	HAND1	6.65531	6.50394	6.24986	6.43487	6.40219	6.40837	6.55615	6.38926
8115395	chr5:154097944-154098249	5.91312	5.894	5.79763	5.76901	5.66201	5.87192	5.92587	5.64429
8115397	FAXDC2	6.28125	6.20072	5.96369	6.18919	6.1652	6.17518	6.47598	6.1411
8115410	GEMIN5	8.53855	8.56975	8.47593	8.50734	8.24258	8.37293	8.67824	8.60256
8115441	chr5:155511457-155511545	5.93074	5.8953	5.83237	5.81324	5.83795	5.88551	6.04307	5.80735
8115443	chr5:156085598-156087446	5.58236	5.35053	5.58883	5.44667	5.49862	5.65102	5.78493	5.64649
8115445	TIMD4	7.11366	7.01298	6.52554	7.07365	7.25286	7.52843	7.20228	7.52605
8115455	HAVCR1	10.7857	11.2097	10.6103	11.088	11.3977	11.6683	11.575	11.4909
8115464	HAVCR2	6.06321	5.88264	5.72723	5.90354	5.86307	6.03441	6.09395	5.83876
8115476	MED7	7.25033	7.17991	7.11754	7.13884	7.36512	7.46948	7.40578	7.34048
8115481	FAM71B	6.08746	6.00306	5.8165	5.94768	5.88888	6.01394	6.1836	5.99197
8115487	FNDC9	6.5871	6.47529	6.27048	6.44905	6.53969	6.63209	6.64105	6.33996
8115490	ADAM19	9.55156	8.81481	9.45172	8.64282	8.73084	8.23637	9.17172	8.55384
8115516	SOX30	6.22247	6.17635	5.94618	6.07357	6.01759	6.20073	6.27372	6.17171
8115524	CLINT1	10.4531	10.164	10.5126	10.426	10.3149	10.4147	10.6076	10.6201
8115541	chr5:157403774-157403964	5.80014	5.75792	5.53038	5.66571	5.56981	5.70766	5.91511	5.55459
8115543	EBF1	6.20972	6.13526	5.91813	6.05077	6.09056	6.08886	6.15989	6.01233
8115562	RNF145	8.98679	8.68472	8.6788	8.43842	8.32263	8.45955	8.48382	8.43099
8115570	IL12B	6.41002	6.31091	6.04482	6.18709	6.20777	6.2812	6.4163	6.19075
8115580	PWWP2A	8.32643	8.14092	8.04417	8.15754	7.93672	8.00562	8.17069	8.04417
8115584	CCNJL	8.32605	8.09961	8.08548	8.07872	7.46013	7.40937	7.82295	7.36136
8115594	C1QTNF2	6.88172	6.7272	6.59966	6.79098	6.96736	7.06206	7.28681	7.07277
8115600	ZBED8	6.50679	6.505	6.52005	6.68411	6.3418	6.5563	6.96507	6.72253
8115606	SLU7	7.68939	7.77209	7.73272	7.7033	7.62169	8.13564	8.2248	7.87027
8115623	ATP10B	6.20606	6.15012	6.02994	6.1101	6.17659	6.24259	6.24798	6.1591
8115651	GABRB2	6.19128	6.25902	5.93091	6.07533	6.10203	6.22926	6.35063	5.97939
8115664	chr5:161177481-161178841	6.32725	6.24659	6.14948	6.1315	6.30527	6.42346	6.40528	6.32906
8115666	NUDCD2	6.87928	6.84605	6.72623	6.77272	6.82901	7.26169	7.0827	7.14721
8115673	chr5:163223073-163223171	5.70303	5.57414	5.59717	5.60769	5.56186	5.64581	5.81753	5.55686
8115675	chr5:164362168-164362274	5.65903	5.6672	5.4643	5.59715	5.50119	5.78357	5.64999	5.31235
8115677	chr5:167460095-167460209	5.71753	5.62698	5.55142	5.64221	5.50716	5.68705	5.69865	5.53225
8115679	chr5:167816644-167816712	6.03185	5.80341	5.56541	5.95358	5.75711	5.7384	6.17373	5.75355
8115681	PANK3	8.76698	8.44237	8.75587	8.64764	8.50357	8.91298	9.08278	9.02576
8115689	MIR103A1	5.97129	5.87952	5.68762	5.68287	5.80913	5.80424	5.90731	5.75623
8115691	SLIT3	6.38531	6.48022	6.28828	6.33985	6.32939	6.4662	6.61889	6.35361
8115730	MIR218-2	6.44274	6.27043	6.24068	6.27043	6.33208	6.29768	6.51804	6.25485
8115732	LOC100133106	6.11967	6.03657	5.88277	6.12232	6.21418	6.4073	6.30193	6.15204
8115734	LCP2	6.23135	6.27523	6.0645	6.20528	6.20616	6.2679	6.40002	6.1515
8115756	KCNMB1	6.31916	6.23991	6.09055	6.19544	6.47837	6.44696	6.69929	6.39592
8115765	FBXW11	8.55717	8.48122	8.32855	8.28422	8.48953	8.74438	8.81484	8.8111
8115783	STK10	8.65395	8.28894	8.90085	8.4724	7.80034	7.95009	8.50307	8.39906
8115806	UBTD2	8.9701	9.00863	9.21675	9.27822	8.58949	8.64147	9.10258	8.84326
8115812	chr5:171679338-171679482	6.69338	6.5536	6.47304	6.55332	6.44294	6.52229	6.60532	6.51299
8115814	SH3PXD2B	8.55642	8.64	8.49703	8.54894	9.27569	9.48261	9.64093	9.72184
8115828	AF342767	5.65855	5.57284	5.41545	5.53183	5.46796	5.65488	5.71156	5.42754
8115831	DUSP1	9.28971	9.37146	9.57026	9.72138	9.30306	9.85691	10.069	10.5615
8115836	chr5:172206987-172207097	5.60602	5.42934	5.26009	5.43147	5.30799	5.58256	5.5278	5.31337
8115838	chr5:172479457-172479558	5.90217	5.87964	5.70407	5.8197	5.83289	5.89933	6.06184	5.87964
8115840	NKX2-5	7.80258	7.79749	7.72783	7.84406	7.86476	7.76325	8.01851	7.87983
8115847	chr5:172681195-172681294	8.83848	8.9508	8.68019	9.49155	8.71728	8.74999	9.27343	9.22946
8115849	chr5:172719537-172719626	6.53787	6.5685	6.58301	6.56353	6.51392	6.58443	6.72707	6.48204
8115851	STC2	7.95841	8.52954	9.09963	8.85858	7.15413	7.31052	8.31059	8.26502
8115863	chr5:172789141-172789243	5.62964	5.64003	5.39338	5.6076	5.42338	5.7434	5.61556	5.47129
8115865	BOD1	8.66402	8.60722	8.74941	8.62142	8.67329	8.66945	9.07924	8.83059
8115871	FLJ16171	6.36533	6.16564	6.23729	6.2073	6.31322	6.49305	6.81559	6.56734
8115873	chr5:174541800-174542093	7.84943	7.74151	7.74475	7.78083	7.78981	7.59014	8.04732	7.6995
8115875	DRD1	6.09568	5.95069	5.75037	5.96969	5.85225	5.96882	6.08107	5.89897
8115884	chr5:174877820-174877921	6.49639	6.34623	6.38029	6.21399	6.38413	6.44425	6.64789	6.44296
8115886	LOC728554	8.88201	8.6721	8.65033	8.80312	8.83975	8.9205	9.30133	9.14154
8115895	KIAA1191	9.10511	9.27057	8.88594	9.27074	9.35491	9.73224	9.60626	9.98352
8115907	NOP16	7.88419	8.03169	7.68598	7.7296	7.82505	8.11713	8.1966	8.09925
8115918	CLTB	8.52672	8.74984	8.46307	8.79972	8.89507	9.27907	9.19743	9.55337
8115927	RNF44	6.69727	6.83216	6.51193	6.64117	7.00913	7.20178	7.33601	7.43737
8115939	chr5:175974447-175974727	6.76008	6.6865	6.54627	6.70451	6.64084	6.63756	6.85561	6.66999
8115941	GPRIN1	8.11705	8.12787	7.77065	7.97487	8.14408	8.07849	8.29757	8.15031
8115948	SNCB	6.61205	6.59051	6.58034	6.55619	6.57781	6.58034	6.75719	6.67345
8115957	HK3	6.41352	6.31973	6.13239	6.30417	6.29237	6.32327	6.41905	6.22403
8115978	UIMC1	7.52108	7.48885	7.31156	7.34201	7.48749	7.60055	7.65324	7.61086
8115997	RAB24	8.3928	8.257	8.20416	8.13984	8.3169	8.41262	8.5725	8.5289
8116012	MXD3	7.43094	7.65821	7.11873	7.52248	7.87659	7.79442	8.00526	7.75383
8116020	LMAN2	12.2254	12.1893	12.1692	12.139	11.8937	12.0275	12.1937	12.1352
8116031	PFN3	6.94954	6.84861	6.72102	6.79796	6.86523	6.7318	7.13334	7.05106
8116033	F12	7.19099	7.10616	6.865	7.03973	7.08389	7.08827	7.26241	7.23564
8116051	DBN1	8.62258	8.40318	8.38419	8.02507	8.5142	8.62348	8.60622	8.60065
8116070	PDLIM7	9.07764	8.67667	9.01583	8.66194	9.2466	9.07261	9.47165	9.2344
8116086	DOK3	6.88142	6.89348	6.77105	6.76118	6.7462	6.85022	7.1012	6.94538
8116096	DDX41	9.40804	9.31174	9.03749	9.2526	9.07959	9.46241	9.32252	9.54354
8116113	FAM193B	7.29697	7.25844	7.22705	7.26791	7.11028	7.20874	7.48942	7.35159
8116128	LOC202181	6.23309	6.28114	6.08218	6.07919	6.04916	6.31899	6.45483	6.13118
8116130	FAM153C	6.2541	6.2083	5.99195	6.13566	6.14465	6.27317	6.42031	6.19662
8116162	PROP1	7.09506	7.13624	7.05258	7.12402	7.08599	7.00499	7.25378	7.04487
8116168	NHP2	8.90109	8.97086	8.76366	8.88918	9.05081	9.11734	9.24206	9.42654
8116174	GMCL1P1	5.63244	5.70015	5.45457	5.67628	5.55913	5.75631	5.95579	5.45556
8116177	PHYKPL	7.08365	6.9469	7.00159	6.96982	7.27062	7.40633	7.50268	7.50268
8116195	COL23A1	7.36866	7.32573	7.30079	7.31254	7.27976	7.38394	7.49469	7.32528
8116227	CLK4	6.79984	6.55558	6.43871	6.60415	6.81209	7.23941	7.39553	7.05491
8116245	CLK4	6.53651	6.07358	6.20601	6.22124	6.2382	6.54086	6.64386	6.45209
8116247	ZNF354A	7.15084	6.80674	6.59424	6.70889	6.92431	7.41979	7.3351	7.36691
8116253	GRM6	6.41185	6.27246	6.20583	6.24508	6.26134	6.29763	6.44869	6.34789
8116272	ADAMTS2	6.87394	6.8585	6.64445	6.82547	7.68609	8.35451	8.22803	8.09777
8116295	chr5:178919008-178919158	5.43533	5.4111	5.23626	5.40668	5.40183	5.47623	5.47941	5.27677
8116297	HNRNPH1	10.6223	10.3983	10.1641	10.1622	9.9848	10.2816	10.1443	10.2978
8116313	C5orf60	6.34853	6.14323	5.99279	6.2612	6.07069	6.2452	6.35491	6.09759
8116316	MGAT4B	9.17649	9.106	8.97031	8.82675	9.2015	9.36841	9.48185	9.5557
8116335	C5orf45	7.08374	6.9779	6.92464	7.11005	6.97729	7.08956	7.39756	7.14161
8116346	chr5:179274037-179274130	6.10308	6.11785	5.92818	5.97343	6.06609	6.06609	6.06236	5.94159
8116348	TBC1D9B	9.05043	9.01288	8.73144	8.73938	9.13067	9.39041	9.59714	9.49677
8116372	RNF130	9.06061	9.08545	9.03338	9.05065	8.96053	9.18042	9.43632	9.4699
8116384	RASGEF1C	6.54584	6.48834	6.40005	6.57541	6.50141	6.52561	6.78016	6.66108
8116400	chr5:179653592-179654014	6.1135	6.04217	5.97436	5.99142	6.01562	6.03095	6.35411	6.00473
8116402	MAPK9	9.153	9.32819	8.96313	9.07574	9.06519	9.86553	9.8117	9.94497
8116418	GFPT2	8.53634	7.56833	8.90204	8.00365	6.45308	6.35365	7.07457	6.6786
8116439	SCGB3A1	7.06429	7.00887	6.95609	6.92487	6.90398	7.0347	7.21885	6.96984
8116445	FLT4	6.51877	6.50935	6.42623	6.51477	6.54671	6.48952	6.62358	6.46674
8116479	chr5:180119910-180120760	5.88058	5.83036	5.83915	5.76359	5.82727	5.94421	6.01295	5.79056
